FY_CODE,WPI_ORG_NAME,ORG_CODE,ORG_TYP_CODE,WPI_SPOP_FLNE_CNT,WPI_SPOP_FLNE_PCT,WPI_SPOP_LEP_CNT,WPI_SPOP_LEP_PCT,WPI_SPOP_SPED_CNT,WPI_SPOP_SPED_PCT,WPI_SPOP_FLUNCH_CNT,WPI_SPOP_FLUNCH_PCT,WPI_SPOP_FLUNCH_FR_CNT,WPI_SPOP_FLUNCH_FR_PCT,WPI_SPOP_FLUNCH_RP_CNT,WPI_SPOP_FLUNCH_RP_PCT,WPI_SPOP_HN_CNT,WPI_SPOP_HN_PCT
2001,Amherst Regional MS                 ,6050405,6,43,6.30%,17,2.50%,0,0%,119,17.30%,,,,,,
2002,Amherst Regional MS,6050405,6,68,10.30%,28,4.20%,0,0%,107,16.20%,,,,,,
2003,Amherst Regional MS,6050405,6,78,11.50%,31,4.60%,0,0%,121,17.80%,,,,,,
2004,Amherst Regional MS,6050405,6,61,9.20%,40,6%,115,17.30%,115,17.30%,,,,,,
2005,Amherst Regional MS,6050405,6,65,10.70%,22,3.60%,93,15.40%,123,20.30%,,,,,,
2006,Amherst Regional MS,6050405,6,69,12%,24,4.20%,97,16.90%,115,20%,,,,,,
2007,Amherst Regional MS,6050405,6,68,12.30%,27,4.90%,102,18.40%,115,20.80%,86,15.60%,29,5.20%,,
2008,Amherst Regional MS,6050405,6,82,14.50%,21,3.70%,118,20.80%,135,23.80%,100,17.60%,35,6.20%,,
2009,Amherst Regional MS,6050405,6,80,15.10%,25,4.70%,110,20.80%,105,19.80%,75,14.20%,30,5.70%,,
2010,Amherst Regional MS,6050405,6,65,13.20%,26,5.30%,104,21.10%,135,27.40%,104,21.10%,31,6.30%,,
2011,Amherst Regional MS,6050405,6,52,11%,19,4%,109,23.10%,119,25.30%,103,21.90%,16,3.40%,,
2012,Amherst Regional Middle School,6050405,6,52,11.30%,11,2.40%,102,22.10%,125,27.10%,106,22.90%,19,4.10%,,
2013,Amherst Regional Middle School,6050405,6,83,17.50%,20,4.20%,93,19.60%,133,28.10%,118,24.90%,15,3.20%,191,40.30%
2014,Amherst Regional Middle School,6050405,6,76,16%,12,2.50%,95,20%,134,28.30%,115,24.30%,19,4%,190,40.10%
1995,AMHERST REGIONAL HIGH,6050505,6,136,17.80%,36,4.70%,0,0%,136,17.80%,,,,,,
1996,AMHERST REGIONAL HIGH,6050505,6,101,13%,22,2.80%,0,0%,124,16%,,,,,,
1997,AMHERST REGIONAL HIGH,6050505,6,127,14.30%,30,3.40%,0,0%,122,13.80%,,,,,,
1998,AMHERST REGIONAL HIGH,6050505,6,155,12.60%,50,4%,0,0%,158,12.80%,,,,,,
1999,Amherst Regional High,6050505,6,162,12.30%,33,2.50%,,,138,10.50%,,,,,,
2000,AMHERST REGIONAL HIGH,6050505,6,154,11.60%,30,2.30%,0,0%,193,14.60%,,,,,,
2001,Amherst Regional High               ,6050505,6,156,11.40%,30,2.20%,0,0%,171,12.50%,,,,,,
2002,Amherst Regional High,6050505,6,165,11.70%,56,4%,0,0%,179,12.70%,,,,,,
2003,Amherst Regional High,6050505,6,164,12%,50,3.70%,0,0%,211,15.50%,,,,,,
2004,Amherst Regional High,6050505,6,190,13.80%,53,3.80%,201,14.60%,221,16%,,,,,,
2005,Amherst Regional High,6050505,6,171,12.80%,40,3%,202,15.10%,218,16.30%,,,,,,
2006,Amherst Regional High,6050505,6,163,12.40%,32,2.40%,202,15.30%,191,14.50%,,,,,,
2007,Amherst Regional High,6050505,6,164,12.60%,29,2.20%,226,17.30%,196,15%,146,11.20%,50,3.80%,,
2008,Amherst Regional High,6050505,6,143,11.70%,27,2.20%,209,17.10%,172,14.10%,130,10.70%,42,3.40%,,
2009,Amherst Regional High,6050505,6,140,11.70%,35,2.90%,205,17.10%,194,16.20%,150,12.50%,44,3.70%,,
2010,Amherst Regional High,6050505,6,151,12.90%,41,3.50%,212,18.20%,229,19.60%,169,14.50%,60,5.10%,,
2011,Amherst Regional High,6050505,6,152,13.80%,29,2.60%,200,18.10%,265,24%,196,17.80%,69,6.30%,,
2012,Amherst Regional High,6050505,6,132,12.20%,30,2.80%,203,18.70%,260,24%,216,19.90%,44,4.10%,,
2013,Amherst Regional High,6050505,6,181,17.10%,35,3.30%,208,19.60%,274,25.90%,228,21.50%,46,4.30%,409,38.60%
2014,Amherst Regional High,6050505,6,177,17.60%,41,4.10%,189,18.80%,269,26.80%,243,24.20%,26,2.60%,376,37.50%
1995,ASHBURNHAM-WESTMINSTER,6100000,5,5,0.20%,0,0%,394,16.40%,154,6.40%,,,,,,
1996,ASHBURNHAM-WESTMINSTER,6100000,5,2,0.10%,0,0%,383,15.40%,244,9.80%,,,,,,
1997,ASHBURNHAM-WESTMINSTER,6100000,5,1,0%,0,0%,345,14.10%,216,8.80%,,,,,,
1998,ASHBURNHAM-WESTMINSTER,6100000,5,5,0.20%,0,0%,339,14.10%,219,9.10%,,,,,,
1999,Ashburnham-Westminster,6100000,5,7,0.30%,2,0.10%,362,14.90%,207,8.50%,,,,,,
2000,ASHBURNHAM-WESTMINSTER,6100000,5,2,0.10%,1,0%,383,15.40%,163,6.60%,,,,,,
2001,ASHBURNHAM-WESTMINST          ,6100000,5,0,0%,0,0%,394,15.70%,178,7.10%,,,,,,
2002,Ashburnham-Westminster,6100000,5,5,0.20%,0,0%,417,17%,159,6.50%,,,,,,
2003,Ashburnham-Westminster,6100000,5,3,0.10%,0,0%,440,17.90%,178,7.20%,,,,,,
2004,Ashburnham-Westminster,6100000,5,2,0.10%,0,0%,418,17.10%,201,8.20%,,,,,,
2005,Ashburnham-Westminster,6100000,5,3,0.10%,0,0%,472,19.40%,209,8.70%,,,,,,
2006,Ashburnham-Westminster,6100000,5,3,0.10%,0,0%,478,19.40%,250,10.30%,,,,,,
2007,Ashburnham-Westminster,6100000,5,7,0.30%,0,0%,509,20.40%,245,9.90%,170,6.90%,75,3%,,
2008,Ashburnham-Westminster,6100000,5,7,0.30%,2,0.10%,500,20.10%,274,11.20%,189,7.70%,85,3.50%,,
2009,Ashburnham-Westminster,6100000,5,6,0.20%,5,0.20%,470,19.10%,275,11.30%,183,7.50%,92,3.80%,,
2010,Ashburnham-Westminster,6100000,5,15,0.60%,15,0.60%,436,18%,384,16.10%,290,12.10%,94,3.90%,,
2011,Ashburnham-Westminster,6100000,5,21,0.90%,21,0.90%,399,16.90%,440,18.80%,307,13.10%,133,5.70%,,
2012,Ashburnham-Westminster,6100000,5,23,1%,21,0.90%,389,16.90%,435,19.10%,324,14.20%,111,4.90%,,
2013,Ashburnham-Westminster,6100000,5,27,1.20%,25,1.10%,400,17.30%,452,19.70%,341,14.90%,111,4.80%,749,32.50%
2014,Ashburnham-Westminster,6100000,5,30,1.30%,28,1.20%,421,18.20%,491,21.40%,407,17.70%,84,3.70%,793,34.30%
1995,VETERANS MEMORIAL,6100003,,0,0%,0,0%,0,0%,4,4.80%,,,,,,
1995,WESTMINSTER ELEM,6100005,6,2,0.50%,0,0%,0,0%,38,9.30%,,,,,,
1996,WESTMINSTER ELEM,6100005,6,1,0.30%,0,0%,0,0%,35,10.50%,,,,,,
1997,WESTMINSTER ELEM,6100005,6,1,0.30%,0,0%,0,0%,24,7.30%,,,,,,
1998,WESTMINSTER ELEM,6100005,6,3,0.90%,0,0%,0,0%,19,5.90%,,,,,,
1999,Westminster Elem,6100005,6,3,0.90%,1,0.30%,,,19,5.70%,,,,,,
2000,WESTMINSTER ELEM,6100005,6,1,0.30%,0,0%,0,0%,18,5.30%,,,,,,
2001,Westminster Elem                    ,6100005,6,0,0%,0,0%,0,0%,23,6.30%,,,,,,
2002,Westminster Elem,6100005,6,1,0.30%,0,0%,0,0%,21,6.90%,,,,,,
2003,Westminster Elem,6100005,6,0,0%,0,0%,0,0%,35,8.80%,,,,,,
2004,Westminster Elem,6100005,6,0,0%,0,0%,78,20.20%,39,10.10%,,,,,,
2005,Westminster Elem,6100005,6,0,0%,0,0%,87,22.50%,43,11.10%,,,,,,
2006,Westminster Elem,6100005,6,0,0%,0,0%,85,22.90%,38,10.20%,,,,,,
2007,Westminster Elem,6100005,6,3,0.80%,0,0%,87,23.30%,35,9.40%,24,6.40%,11,2.90%,,
2008,Westminster Elem,6100005,6,2,0.50%,2,0.50%,100,24.80%,39,9.70%,31,7.70%,8,2%,,
2009,Westminster Elem,6100005,6,0,0%,0,0%,95,24%,48,12.10%,32,8.10%,16,4%,,
2010,Westminster Elem,6100005,6,4,1%,4,1%,86,21%,75,18.30%,60,14.60%,15,3.70%,,
2011,Westminster Elem,6100005,6,3,0.70%,3,0.70%,74,18.40%,70,17.40%,46,11.40%,24,6%,,
2012,Westminster Elementary,6100005,6,3,0.90%,3,0.90%,56,16%,55,15.70%,41,11.70%,14,4%,,
2013,Westminster Elementary,6100005,6,3,0.90%,3,0.90%,57,16.30%,60,17.10%,46,13.10%,14,4%,103,29.40%
2014,Westminster Elementary,6100005,6,5,1.40%,5,1.40%,63,17.30%,72,19.70%,62,17%,10,2.70%,123,33.70%
1995,MEETINGHOUSE SCHOOL,6100010,6,1,0.40%,0,0%,0,0%,17,6.10%,,,,,,
1996,MEETINGHOUSE SCHOOL,6100010,6,0,0%,0,0%,0,0%,25,8.40%,,,,,,
1997,MEETINGHOUSE SCHOOL,6100010,6,0,0%,0,0%,0,0%,19,6.30%,,,,,,
1998,MEETINGHOUSE SCHOOL,6100010,6,2,0.70%,0,0%,0,0%,18,5.90%,,,,,,
1999,Meetinghouse School,6100010,6,3,1.10%,,,,,15,5.30%,,,,,,
2000,MEETINGHOUSE SCHOOL,6100010,6,1,0.30%,1,0.30%,0,0%,17,5.90%,,,,,,
2001,Meetinghouse School                 ,6100010,6,0,0%,0,0%,0,0%,18,6.10%,,,,,,
2002,Meetinghouse School,6100010,6,0,0%,0,0%,0,0%,23,7.90%,,,,,,
2003,Meetinghouse School,6100010,6,0,0%,0,0%,0,0%,19,9.20%,,,,,,
2004,Meetinghouse School,6100010,6,0,0%,0,0%,35,16.10%,9,4.10%,,,,,,
2005,Meetinghouse School,6100010,6,0,0%,0,0%,39,18.10%,12,5.60%,,,,,,
2006,Meetinghouse School,6100010,6,1,0.50%,0,0%,38,17.80%,22,10.30%,,,,,,
2007,Meetinghouse School,6100010,6,1,0.40%,0,0%,37,16.10%,21,9.10%,13,5.70%,8,3.50%,,
2008,Meetinghouse School,6100010,6,1,0.40%,0,0%,54,21.30%,27,10.70%,20,7.90%,7,2.80%,,
2009,Meetinghouse School,6100010,6,2,0.80%,2,0.80%,54,21.40%,31,12.30%,19,7.50%,12,4.80%,,
2010,Meetinghouse School,6100010,6,1,0.50%,1,0.50%,51,23.20%,22,10%,18,8.20%,4,1.80%,,
2011,Meetinghouse School,6100010,6,3,1.40%,3,1.40%,49,23.60%,20,9.60%,14,6.70%,6,2.90%,,
2012,Meetinghouse School,6100010,6,2,0.80%,2,0.80%,38,16%,33,13.90%,28,11.80%,5,2.10%,,
2013,Meetinghouse School,6100010,6,6,2.50%,6,2.50%,42,17.60%,48,20.10%,38,15.90%,10,4.20%,80,33.50%
2014,Meetinghouse School,6100010,6,4,2.50%,4,2.50%,20,12.50%,31,19.40%,26,16.20%,5,3.10%,45,28.10%
1995,BRIGGS ELEM,6100025,6,2,0.30%,0,0%,0,0%,51,8.70%,,,,,,
1996,BRIGGS ELEM,6100025,6,1,0.20%,0,0%,0,0%,75,13.60%,,,,,,
1997,BRIGGS ELEM,6100025,6,0,0%,0,0%,0,0%,74,13.60%,,,,,,
1998,BRIGGS ELEM,6100025,6,0,0%,0,0%,0,0%,68,13.40%,,,,,,
1999,Briggs Elem,6100025,6,,,,,,,59,12.20%,,,,,,
2000,BRIGGS ELEM,6100025,6,0,0%,0,0%,0,0%,55,11%,,,,,,
2001,Briggs Elem                         ,6100025,6,0,0%,0,0%,0,0%,56,11.40%,,,,,,
2002,Briggs Elem,6100025,6,3,0.60%,0,0%,0,0%,44,8.60%,,,,,,
2003,Briggs Elem,6100025,6,1,0.20%,0,0%,0,0%,47,9.10%,,,,,,
2004,Briggs Elem,6100025,6,1,0.20%,0,0%,115,22.30%,58,11.20%,,,,,,
2005,Briggs Elem,6100025,6,1,0.20%,0,0%,107,21.30%,56,11.10%,,,,,,
2006,Briggs Elem,6100025,6,1,0.20%,0,0%,105,20.50%,71,13.90%,,,,,,
2007,Briggs Elem,6100025,6,1,0.20%,0,0%,116,22.70%,67,13.10%,42,8.20%,25,4.90%,,
2008,Briggs Elem,6100025,6,1,0.20%,0,0%,103,21.30%,77,15.90%,54,11.20%,23,4.80%,,
2009,Briggs Elem,6100025,6,0,0%,0,0%,91,19.70%,61,13.20%,36,7.80%,25,5.40%,,
2010,Briggs Elem,6100025,6,2,0.40%,2,0.40%,83,18.70%,78,17.50%,56,12.60%,22,4.90%,,
2011,Briggs Elem,6100025,6,5,1.10%,5,1.10%,80,18%,99,22.20%,77,17.30%,22,4.90%,,
2012,Briggs Elementary,6100025,6,5,1.20%,5,1.20%,93,21.70%,110,25.60%,84,19.60%,26,6.10%,,
2013,Briggs Elementary,6100025,6,7,1.50%,7,1.50%,98,21.70%,120,26.50%,90,19.90%,30,6.60%,181,40%
2014,Briggs Elementary,6100025,6,10,1.90%,10,1.90%,119,23%,113,21.80%,92,17.80%,21,4.10%,204,39.40%
1996,OVERLOOK MIDDLE SCHOOL,6100305,6,0,0%,0,0%,0,0%,65,10.40%,,,,,,
1997,OVERLOOK MIDDLE SCHOOL,6100305,6,0,0%,0,0%,0,0%,64,10.50%,,,,,,
1998,OVERLOOK MIDDLE SCHOOL,6100305,6,0,0%,0,0%,0,0%,72,11.10%,,,,,,
1999,Overlook Middle School,6100305,6,1,0.20%,1,0.20%,,,75,11.50%,,,,,,
2000,OVERLOOK MIDDLE SCHOOL,6100305,6,0,0%,0,0%,0,0%,38,5.90%,,,,,,
2001,Overlook Middle School              ,6100305,6,0,0%,0,0%,0,0%,39,6.30%,,,,,,
2002,Overlook Middle School,6100305,6,1,0.20%,0,0%,0,0%,45,7.20%,,,,,,
2003,Overlook Middle School,6100305,6,0,0%,0,0%,0,0%,44,6.90%,,,,,,
2004,Overlook Middle School,6100305,6,0,0%,0,0%,110,17.20%,49,7.60%,,,,,,
2005,Overlook Middle School,6100305,6,0,0%,0,0%,121,19.60%,55,8.90%,,,,,,
2006,Overlook Middle School,6100305,6,0,0%,0,0%,118,19.20%,68,11.10%,,,,,,
2007,Overlook Middle School,6100305,6,0,0%,0,0%,132,21.30%,66,10.70%,49,7.90%,17,2.70%,,
2008,Overlook Middle School,6100305,6,3,0.50%,0,0%,104,17.40%,64,10.70%,38,6.40%,26,4.40%,,
2009,Overlook Middle School,6100305,6,3,0.50%,3,0.50%,95,16.80%,70,12.40%,43,7.60%,27,4.80%,,
2010,Overlook Middle School,6100305,6,4,0.70%,4,0.70%,93,16.50%,100,17.70%,71,12.60%,29,5.10%,,
2011,Overlook Middle School,6100305,6,3,0.50%,3,0.50%,91,15.30%,139,23.30%,102,17.10%,37,6.20%,,
2012,Overlook Middle School,6100305,6,4,0.70%,4,0.70%,99,17%,116,19.90%,87,14.90%,29,5%,,
2013,Overlook Middle School,6100305,6,3,0.50%,3,0.50%,98,16.50%,112,18.80%,81,13.60%,31,5.20%,189,31.80%
2014,Overlook Middle School,6100305,6,4,0.70%,4,0.70%,99,17.50%,126,22.30%,107,18.90%,19,3.40%,184,32.60%
1995,OAKMONT REGIONAL H S,6100505,6,0,0%,0,0%,0,0%,44,4.20%,,,,,,
1996,OAKMONT REGIONAL H S,6100505,6,0,0%,0,0%,0,0%,44,6.50%,,,,,,
1997,OAKMONT REGIONAL H S,6100505,6,0,0%,0,0%,0,0%,35,5.30%,,,,,,
1998,OAKMONT REGIONAL H S,6100505,6,0,0%,0,0%,0,0%,42,6.70%,,,,,,
1999,Oakmont Regional H S,6100505,6,,,,,,,39,5.80%,,,,,,
2000,OAKMONT REGIONAL H S,6100505,6,0,0%,0,0%,0,0%,35,5%,,,,,,
2001,Oakmont Regional H S                ,6100505,6,0,0%,0,0%,0,0%,42,5.60%,,,,,,
2002,Oakmont Regional H S,6100505,6,0,0%,0,0%,0,0%,26,3.60%,,,,,,
2003,Oakmont Regional H S,6100505,6,2,0.30%,0,0%,0,0%,33,4.70%,,,,,,
2004,Oakmont Regional H S,6100505,6,1,0.10%,0,0%,80,11.80%,46,6.80%,,,,,,
2005,Oakmont Regional H S,6100505,6,2,0.30%,0,0%,98,14.10%,43,6.20%,,,,,,
2006,Oakmont Regional H S,6100505,6,1,0.10%,0,0%,102,14.10%,51,7%,,,,,,
2007,Oakmont Regional H S,6100505,6,2,0.30%,0,0%,111,15%,56,7.60%,42,5.70%,14,1.90%,,
2008,Oakmont Regional H S,6100505,6,0,0%,0,0%,110,15.30%,67,9.30%,46,6.40%,21,2.90%,,
2009,Oakmont Regional H S,6100505,6,1,0.10%,0,0%,104,13.80%,65,8.60%,53,7%,12,1.60%,,
2010,Oakmont Regional H S,6100505,6,4,0.50%,4,0.50%,92,12.30%,109,14.60%,85,11.40%,24,3.20%,,
2011,Oakmont Regional H S,6100505,6,7,1%,7,1%,80,11.70%,112,16.40%,68,9.90%,44,6.40%,,
2012,Oakmont Regional High School,6100505,6,9,1.30%,7,1%,82,12.10%,121,17.80%,84,12.40%,37,5.40%,,
2013,Oakmont Regional High School,6100505,6,8,1.20%,6,0.90%,91,13.90%,112,17%,86,13.10%,26,4%,182,27.70%
2014,Oakmont Regional High School,6100505,6,7,1%,5,0.70%,105,15.20%,149,21.60%,120,17.40%,29,4.20%,222,32.20%
1995,ATHOL-ROYALSTON,6150000,5,16,0.70%,6,0.30%,331,14.10%,628,26.80%,,,,,,
1996,ATHOL-ROYALSTON,6150000,5,16,0.70%,10,0.40%,324,13.80%,637,27.20%,,,,,,
1997,ATHOL-ROYALSTON,6150000,5,24,1.10%,4,0.20%,322,14.50%,618,27.80%,,,,,,
1998,ATHOL-ROYALSTON,6150000,5,36,1.70%,3,0.10%,338,15.70%,697,32.30%,,,,,,
1999,Athol-Royalston,6150000,5,25,1.10%,1,0%,360,16.20%,651,29.30%,,,,,,
2000,ATHOL-ROYALSTON,6150000,5,13,0.60%,0,0%,381,17.40%,622,28.40%,,,,,,
2001,ATHOL-ROYALSTON               ,6150000,5,26,1.20%,1,0%,465,21.10%,660,29.90%,,,,,,
2002,Athol-Royalston,6150000,5,27,1.20%,3,0.10%,343,15.40%,716,32.10%,,,,,,
2003,Athol-Royalston,6150000,5,43,1.90%,3,0.10%,355,16.10%,712,32.20%,,,,,,
2004,Athol-Royalston,6150000,5,40,1.80%,8,0.40%,323,14.70%,697,31.70%,,,,,,
2005,Athol-Royalston,6150000,5,39,1.80%,10,0.50%,393,18.20%,766,35.80%,,,,,,
2006,Athol-Royalston,6150000,5,39,1.90%,10,0.50%,408,19.70%,702,34.10%,,,,,,
2007,Athol-Royalston,6150000,5,55,2.80%,29,1.50%,428,21.70%,768,39.30%,528,27%,240,12.30%,,
2008,Athol-Royalston,6150000,5,17,0.90%,16,0.90%,66,3.60%,782,42.40%,578,31.30%,204,11.10%,,
2009,Athol-Royalston,6150000,5,30,1.80%,24,1.40%,414,24.20%,755,44.50%,557,32.90%,198,11.70%,,
2010,Athol-Royalston,6150000,5,29,1.70%,15,0.90%,417,24.60%,827,49.20%,660,39.20%,167,9.90%,,
2011,Athol-Royalston,6150000,5,34,2.10%,22,1.40%,420,25.90%,825,51.40%,647,40.30%,178,11.10%,,
2012,Athol-Royalston,6150000,5,37,2.40%,24,1.60%,402,26%,810,53.10%,670,43.90%,140,9.20%,,
2013,Athol-Royalston,6150000,5,30,2%,16,1.10%,384,25.70%,842,57%,701,47.50%,141,9.60%,974,65.20%
2014,Athol-Royalston,6150000,5,24,1.70%,16,1.10%,388,26.60%,820,57.10%,719,50%,101,7%,948,65.10%
1999,Lyman Ward ELC,6150002,6,,,,,,,,,,,,,,
2000,LYMAN WARD ELC,6150002,6,0,0%,0,0%,0,0%,8,19%,,,,,,
1995,ELLEN BIGELOW,6150005,6,0,0%,0,0%,0,0%,107,53.20%,,,,,,
1996,ELLEN BIGELOW,6150005,6,3,1.30%,3,1.30%,0,0%,126,56.50%,,,,,,
1997,ELLEN BIGELOW,6150005,6,2,1.20%,1,0.60%,0,0%,106,61.30%,,,,,,
1998,ELLEN BIGELOW,6150005,6,9,5.60%,2,1.20%,0,0%,99,61.10%,,,,,,
1999,Ellen Bigelow,6150005,6,,,,,,,100,63.70%,,,,,,
2000,ELLEN BIGELOW,6150005,6,0,0%,0,0%,0,0%,74,46.50%,,,,,,
2001,Ellen Bigelow                       ,6150005,6,0,0%,0,0%,0,0%,97,73.50%,,,,,,
2002,Ellen Bigelow,6150005,6,3,2.10%,3,2.10%,0,0%,99,70.70%,,,,,,
2003,Ellen Bigelow,6150005,6,2,1.60%,2,1.60%,0,0%,87,67.40%,,,,,,
2004,Ellen Bigelow,6150005,6,0,0%,0,0%,60,85.70%,21,30%,,,,,,
2005,Ellen Bigelow,6150005,6,0,0%,0,0%,61,92.40%,42,63.60%,,,,,,
2006,Ellen Bigelow,6150005,6,0,0%,0,0%,29,93.50%,8,25.80%,,,,,,
2007,Ellen Bigelow,6150005,6,0,0%,0,0%,38,95%,28,70%,21,52.50%,7,17.50%,,
2008,Ellen Bigelow,6150005,6,0,0%,0,0%,28,96.60%,11,37.90%,7,24.10%,4,13.80%,,
2009,Ellen Bigelow,6150005,6,0,0%,0,0%,30,100%,10,33.30%,6,20%,4,13.30%,,
2010,Ellen Bigelow,6150005,6,0,0%,0,0%,31,100%,12,38.70%,8,25.80%,4,12.90%,,
2011,Ellen Bigelow,6150005,6,0,0%,0,0%,29,96.70%,17,56.70%,15,50%,2,6.70%,,
2012,Ellen Bigelow,6150005,6,1,3.60%,1,3.60%,25,89.30%,17,60.70%,15,53.60%,2,7.10%,,
1995,PLEASANT ST,6150016,6,0,0%,0,0%,0,0%,51,16.70%,,,,,,
1996,PLEASANT ST,6150016,6,0,0%,0,0%,0,0%,60,20.10%,,,,,,
1997,PLEASANT ST,6150016,6,0,0%,0,0%,0,0%,61,21.30%,,,,,,
1998,PLEASANT ST,6150016,6,2,0.70%,0,0%,0,0%,90,31.30%,,,,,,
1999,Pleasant St,6150016,6,2,0.70%,,,,,95,34.30%,,,,,,
2000,PLEASANT ST,6150016,6,0,0%,0,0%,0,0%,93,32.60%,,,,,,
2001,Pleasant St                         ,6150016,6,3,1.30%,0,0%,0,0%,58,25.10%,,,,,,
2002,Pleasant St,6150016,6,3,1.30%,0,0%,0,0%,63,26.30%,,,,,,
2003,Pleasant St,6150016,6,5,2%,0,0%,0,0%,68,27.80%,,,,,,
2004,Pleasant St,6150016,6,4,1.40%,0,0%,35,12.40%,88,31.20%,,,,,,
2005,Pleasant St,6150016,6,6,1.70%,1,0.30%,53,15.50%,95,27.70%,,,,,,
2006,Pleasant St,6150016,6,7,2.40%,0,0%,55,18.50%,93,31.30%,,,,,,
2007,Pleasant St,6150016,6,15,5.40%,10,3.60%,59,21.10%,91,32.50%,59,21.10%,32,11.40%,,
2008,Pleasant St,6150016,6,0,0%,0,0%,22,6.80%,122,37.80%,84,26%,38,11.80%,,
2009,Pleasant St,6150016,6,1,0.40%,0,0%,49,18.70%,95,36.30%,70,26.70%,25,9.50%,,
2010,Pleasant St,6150016,6,0,0%,0,0%,53,21.60%,97,39.60%,73,29.80%,24,9.80%,,
2011,Pleasant St,6150016,6,1,0.50%,0,0%,54,24.90%,88,40.60%,64,29.50%,24,11.10%,,
2012,Pleasant Street,6150016,6,5,1.80%,3,1.10%,67,23.80%,149,53%,120,42.70%,29,10.30%,,
2013,Pleasant Street,6150016,6,3,1.10%,2,0.70%,66,24%,145,52.70%,118,42.90%,27,9.80%,175,63.60%
2014,Pleasant Street,6150016,6,4,1.40%,3,1.10%,80,28.90%,142,51.30%,118,42.60%,24,8.70%,182,65.70%
1995,RIVERBEND,6150020,6,0,0%,0,0%,0,0%,131,40.80%,,,,,,
1996,RIVERBEND,6150020,6,3,0.90%,2,0.60%,0,0%,120,38%,,,,,,
1997,RIVERBEND,6150020,6,2,0.70%,0,0%,0,0%,125,41.90%,,,,,,
1998,RIVERBEND,6150020,6,6,2.20%,0,0%,0,0%,118,42.60%,,,,,,
1999,Riverbend,6150020,6,4,1.50%,1,0.40%,,,110,40.70%,,,,,,
2000,RIVERBEND,6150020,6,2,0.70%,0,0%,0,0%,108,39.30%,,,,,,
2001,Riverbend                           ,6150020,6,0,0%,0,0%,0,0%,88,39.60%,,,,,,
2002,Riverbend,6150020,6,6,3.20%,0,0%,0,0%,85,45.50%,,,,,,
2003,Riverbend,6150020,6,4,1.90%,0,0%,0,0%,102,47.90%,,,,,,
2004,Riverbend,6150020,6,5,1.70%,4,1.30%,38,12.60%,139,46.20%,,,,,,
2005,Riverbend,6150020,6,3,1.40%,3,1.40%,40,18.70%,115,53.70%,,,,,,
2006,Riverbend,6150020,6,2,1%,1,0.50%,51,25.20%,116,57.40%,,,,,,
2007,Riverbend,6150020,6,5,2.50%,3,1.50%,57,28.80%,129,65.20%,94,47.50%,35,17.70%,,
2008,Riverbend,6150020,6,0,0%,0,0%,1,0.50%,144,66.40%,112,51.60%,32,14.70%,,
2009,Riverbend,6150020,6,9,4.90%,9,4.90%,56,30.80%,125,68.70%,95,52.20%,30,16.50%,,
2010,Riverbend,6150020,6,7,4.50%,7,4.50%,50,32.30%,116,74.80%,99,63.90%,17,11%,,
2011,Riverbend,6150020,6,7,4.70%,7,4.70%,50,33.30%,105,70%,93,62%,12,8%,,
2012,Riverbend,6150020,6,7,5.20%,5,3.70%,55,40.70%,95,70.40%,89,65.90%,6,4.40%,,
2013,Riverbend,6150020,6,4,3.50%,1,0.90%,45,39.80%,88,77.90%,76,67.30%,12,10.60%,95,84.10%
2014,Riverbend-Sanders Street School,6150020,6,7,3.30%,6,2.80%,50,23.60%,154,72.60%,143,67.50%,11,5.20%,161,75.90%
1995,SANDERS STREET,6150025,6,0,0%,0,0%,0,0%,79,44.40%,,,,,,
1996,SANDERS STREET,6150025,6,0,0%,0,0%,0,0%,76,41.80%,,,,,,
1997,SANDERS STREET,6150025,6,7,4%,1,0.60%,0,0%,75,43.40%,,,,,,
1998,SANDERS STREET,6150025,6,5,3.20%,0,0%,0,0%,78,50%,,,,,,
1999,Sanders Street,6150025,6,4,2.80%,,,,,74,51.70%,,,,,,
2000,SANDERS STREET,6150025,6,4,3.10%,0,0%,0,0%,58,44.60%,,,,,,
2001,Sanders Street                      ,6150025,6,7,5.10%,0,0%,0,0%,64,46.40%,,,,,,
2002,Sanders Street,6150025,6,6,4.30%,0,0%,0,0%,60,43.20%,,,,,,
2003,Sanders Street,6150025,6,3,2.10%,0,0%,0,0%,66,46.20%,,,,,,
2004,Sanders Street,6150025,6,3,1.70%,1,0.60%,17,9.80%,81,46.60%,,,,,,
2005,Sanders Street,6150025,6,4,2.70%,0,0%,20,13.40%,61,40.90%,,,,,,
2006,Sanders Street,6150025,6,6,3.90%,0,0%,23,14.90%,70,45.50%,,,,,,
2007,Sanders Street,6150025,6,5,3.60%,2,1.40%,25,17.90%,72,51.40%,56,40%,16,11.40%,,
2008,Sanders Street,6150025,6,1,0.60%,1,0.60%,1,0.60%,73,47.40%,62,40.30%,11,7.10%,,
2009,Sanders Street,6150025,6,3,1.90%,3,1.90%,37,23%,92,57.10%,78,48.40%,14,8.70%,,
2010,Sanders Street,6150025,6,1,0.60%,1,0.60%,34,19.70%,100,57.80%,90,52%,10,5.80%,,
2011,Sanders Street,6150025,6,3,1.90%,3,1.90%,32,20.50%,97,62.20%,86,55.10%,11,7.10%,,
