REC_YEAR,ORG_CODE,SCHOOL,MAT_ID,MAT_ABBREVIATION,MCORE_HS_GRAD,MCORE_COMPL,MCORE_PCT,SORT
2013,490000,,99,Students w/disabilities,103,91,88.3%,70
2013,490000,,87,Afr. Amer./Black,159,134,84.3%,80
2013,490000,,88,Asian,39,33,84.6%,100
2013,490000,,89,Hispanic/Latino,54,49,90.7%,110
2013,490000,,92,"Multi-race, Non-Hisp./Lat.",8,6,75%,120
2013,490000,,90,White,148,130,87.8%,140
2013,500000,500505,5,All Students,225,195,86.7%,10
2013,500000,500505,11,Female,114,103,90.4%,20
2013,500000,500505,10,Male,111,92,82.9%,30
2013,500000,500505,12,High needs,49,29,59.2%,40
2013,500000,500505,9,Low income,35,24,68.6%,60
2013,500000,500505,99,Students w/disabilities,17,7,41.2%,70
2013,500000,500505,87,Afr. Amer./Black,20,16,80%,80
2013,500000,500505,88,Asian,13,12,92.3%,100
2013,500000,500505,89,Hispanic/Latino,14,12,85.7%,110
2013,500000,500505,92,"Multi-race, Non-Hisp./Lat.",8,6,75%,120
2013,500000,500505,90,White,170,149,87.6%,140
2013,500000,,5,All Students,228,195,85.5%,10
2013,500000,,11,Female,115,103,89.6%,20
2013,500000,,10,Male,113,92,81.4%,30
2013,500000,,12,High needs,52,29,55.8%,40
2013,500000,,9,Low income,35,24,68.6%,60
2013,500000,,99,Students w/disabilities,20,7,35%,70
2013,500000,,87,Afr. Amer./Black,20,16,80%,80
2013,500000,,88,Asian,13,12,92.3%,100
2013,500000,,89,Hispanic/Latino,14,12,85.7%,110
2013,500000,,92,"Multi-race, Non-Hisp./Lat.",8,6,75%,120
2013,500000,,90,White,173,149,86.1%,140
2013,520000,520405,5,All Students,123,123,100%,10
2013,520000,520405,11,Female,64,64,100%,20
2013,520000,520405,10,Male,59,59,100%,30
2013,520000,520405,12,High needs,46,46,100%,40
2013,520000,520405,9,Low income,35,35,100%,60
2013,520000,520405,99,Students w/disabilities,19,19,100%,70
2013,520000,520405,87,Afr. Amer./Black,7,7,100%,80
2013,520000,520405,90,White,115,115,100%,140
2013,520000,,5,All Students,126,123,97.6%,10
2013,520000,,11,Female,65,64,98.5%,20
2013,520000,,10,Male,61,59,96.7%,30
2013,520000,,12,High needs,49,46,93.9%,40
2013,520000,,9,Low income,36,35,97.2%,60
2013,520000,,99,Students w/disabilities,22,19,86.4%,70
2013,520000,,87,Afr. Amer./Black,8,7,87.5%,80
2013,520000,,90,White,117,115,98.3%,140
2013,560000,560505,5,All Students,377,377,100%,10
2013,560000,560505,11,Female,188,188,100%,20
2013,560000,560505,10,Male,189,189,100%,30
2013,560000,560505,12,High needs,77,77,100%,40
2013,560000,560505,95,ELL,7,7,100%,50
2013,560000,560505,9,Low income,44,44,100%,60
2013,560000,560505,99,Students w/disabilities,38,38,100%,70
2013,560000,560505,87,Afr. Amer./Black,8,8,100%,80
2013,560000,560505,88,Asian,37,37,100%,100
2013,560000,560505,90,White,327,327,100%,140
2013,560000,,5,All Students,381,381,100%,10
2013,560000,,11,Female,189,189,100%,20
2013,560000,,10,Male,192,192,100%,30
2013,560000,,12,High needs,81,81,100%,40
2013,560000,,95,ELL,7,7,100%,50
2013,560000,,9,Low income,44,44,100%,60
2013,560000,,99,Students w/disabilities,42,42,100%,70
2013,560000,,87,Afr. Amer./Black,8,8,100%,80
2013,560000,,88,Asian,37,37,100%,100
2013,560000,,90,White,330,330,100%,140
2013,570000,570505,5,All Students,247,184,74.5%,10
2013,570000,570505,11,Female,131,101,77.1%,20
2013,570000,570505,10,Male,116,83,71.6%,30
2013,570000,570505,12,High needs,234,173,73.9%,40
2013,570000,570505,95,ELL,45,30,66.7%,50
2013,570000,570505,9,Low income,232,172,74.1%,60
2013,570000,570505,99,Students w/disabilities,29,20,69%,70
2013,570000,570505,87,Afr. Amer./Black,26,22,84.6%,80
2013,570000,570505,88,Asian,13,10,76.9%,100
2013,570000,570505,89,Hispanic/Latino,172,128,74.4%,110
2013,570000,570505,90,White,33,21,63.6%,140
2013,570000,,5,All Students,254,188,74%,10
2013,570000,,11,Female,131,101,77.1%,20
2013,570000,,10,Male,123,87,70.7%,30
2013,570000,,12,High needs,241,177,73.4%,40
2013,570000,,95,ELL,45,30,66.7%,50
2013,570000,,9,Low income,239,176,73.6%,60
2013,570000,,99,Students w/disabilities,36,24,66.7%,70
2013,570000,,87,Afr. Amer./Black,28,23,82.1%,80
2013,570000,,89,Hispanic/Latino,175,130,74.3%,110
2013,570000,,90,White,35,22,62.9%,140
2013,610000,610021,5,All Students,8,0,0%,10
2013,610000,610021,10,Male,7,0,0%,30
2013,610000,610021,12,High needs,7,0,0%,40
2013,610000,610021,9,Low income,7,0,0%,60
2013,610000,610505,5,All Students,235,58,24.7%,10
2013,610000,610505,11,Female,113,28,24.8%,20
2013,610000,610505,10,Male,122,30,24.6%,30
2013,610000,610505,12,High needs,143,22,15.4%,40
2013,610000,610505,95,ELL,9,1,11.1%,50
2013,610000,610505,9,Low income,141,22,15.6%,60
2013,610000,610505,99,Students w/disabilities,23,0,0%,70
2013,610000,610505,87,Afr. Amer./Black,6,2,33.3%,80
2013,610000,610505,88,Asian,8,1,12.5%,100
2013,610000,610505,89,Hispanic/Latino,72,9,12.5%,110
2013,610000,610505,90,White,147,45,30.6%,140
2013,610000,610510,5,All Students,276,35,12.7%,10
2013,610000,610510,10,Male,150,16,10.7%,30
2013,610000,610510,12,High needs,160,12,7.5%,40
2013,610000,610510,95,ELL,9,2,22.2%,50
2013,610000,610510,9,Low income,145,11,7.6%,60
2013,610000,610510,99,Students w/disabilities,34,1,2.9%,70
2013,610000,610510,87,Afr. Amer./Black,11,0,0%,80
2013,610000,610510,89,Hispanic/Latino,42,0,0%,110
2013,610000,610510,90,White,207,32,15.5%,140
2013,610000,,5,All Students,520,93,17.9%,10
2013,610000,,11,Female,241,47,19.5%,20
2013,610000,,10,Male,279,46,16.5%,30
2013,610000,,12,High needs,311,34,10.9%,40
2013,610000,,95,ELL,19,3,15.8%,50
2013,610000,,9,Low income,294,33,11.2%,60
2013,610000,,99,Students w/disabilities,61,1,1.6%,70
2013,610000,,87,Afr. Amer./Black,18,2,11.1%,80
2013,610000,,88,Asian,13,3,23.1%,100
2013,610000,,89,Hispanic/Latino,117,9,7.7%,110
2013,610000,,92,"Multi-race, Non-Hisp./Lat.",8,1,12.5%,120
2013,610000,,90,White,358,77,21.5%,140
2013,640000,640505,5,All Students,126,100,79.4%,10
2013,640000,640505,11,Female,69,52,75.4%,20
2013,640000,640505,10,Male,57,48,84.2%,30
2013,640000,640505,12,High needs,76,62,81.6%,40
2013,640000,640505,95,ELL,9,8,88.9%,50
2013,640000,640505,9,Low income,73,60,82.2%,60
2013,640000,640505,99,Students w/disabilities,15,10,66.7%,70
2013,640000,640505,87,Afr. Amer./Black,7,6,85.7%,80
2013,640000,640505,89,Hispanic/Latino,29,23,79.3%,110
2013,640000,640505,90,White,89,70,78.7%,140
2013,640000,,5,All Students,127,101,79.5%,10
2013,640000,,11,Female,69,52,75.4%,20
2013,640000,,10,Male,58,49,84.5%,30
2013,640000,,12,High needs,77,63,81.8%,40
2013,640000,,95,ELL,9,8,88.9%,50
2013,640000,,9,Low income,74,61,82.4%,60
2013,640000,,99,Students w/disabilities,16,11,68.8%,70
2013,640000,,87,Afr. Amer./Black,7,6,85.7%,80
2013,640000,,89,Hispanic/Latino,29,23,79.3%,110
2013,640000,,90,White,90,71,78.9%,140
2013,650000,650505,5,All Students,86,86,100%,10
2013,650000,650505,11,Female,37,37,100%,20
2013,650000,650505,10,Male,49,49,100%,30
2013,650000,650505,12,High needs,18,18,100%,40
2013,650000,650505,9,Low income,6,6,100%,60
2013,650000,650505,99,Students w/disabilities,14,14,100%,70
2013,650000,650505,90,White,84,84,100%,140
2013,650000,,5,All Students,86,86,100%,10
2013,650000,,11,Female,37,37,100%,20
2013,650000,,10,Male,49,49,100%,30
2013,650000,,12,High needs,18,18,100%,40
2013,650000,,9,Low income,6,6,100%,60
2013,650000,,99,Students w/disabilities,14,14,100%,70
2013,650000,,90,White,84,84,100%,140
2013,710000,710505,5,All Students,236,236,100%,10
2013,710000,710505,11,Female,136,136,100%,20
2013,710000,710505,10,Male,100,100,100%,30
2013,710000,710505,12,High needs,58,58,100%,40
2013,710000,710505,9,Low income,40,40,100%,60
2013,710000,710505,99,Students w/disabilities,29,29,100%,70
2013,710000,710505,89,Hispanic/Latino,13,13,100%,110
2013,710000,710505,90,White,215,215,100%,140
2013,710000,,5,All Students,244,244,100%,10
2013,710000,,11,Female,138,138,100%,20
2013,710000,,10,Male,106,106,100%,30
2013,710000,,12,High needs,65,65,100%,40
2013,710000,,9,Low income,41,41,100%,60
2013,710000,,99,Students w/disabilities,36,36,100%,70
2013,710000,,89,Hispanic/Latino,14,14,100%,110
2013,710000,,90,White,222,222,100%,140
2013,720000,720505,5,All Students,240,216,90%,10
2013,720000,720505,11,Female,130,120,92.3%,20
2013,720000,720505,10,Male,110,96,87.3%,30
2013,720000,720505,12,High needs,63,51,81%,40
2013,720000,720505,9,Low income,53,45,84.9%,60
2013,720000,720505,99,Students w/disabilities,16,10,62.5%,70
2013,720000,720505,87,Afr. Amer./Black,6,5,83.3%,80
2013,720000,720505,88,Asian,9,8,88.9%,100
2013,720000,720505,90,White,221,200,90.5%,140
2013,720000,,5,All Students,245,216,88.2%,10
2013,720000,,11,Female,130,120,92.3%,20
2013,720000,,10,Male,115,96,83.5%,30
2013,720000,,12,High needs,68,51,75%,40
2013,720000,,9,Low income,53,45,84.9%,60
2013,720000,,99,Students w/disabilities,21,10,47.6%,70
2013,720000,,87,Afr. Amer./Black,6,5,83.3%,80
2013,720000,,88,Asian,9,8,88.9%,100
2013,720000,,90,White,225,200,88.9%,140
2013,730000,730505,5,All Students,191,86,45%,10
2013,730000,730505,11,Female,98,71,72.4%,20
2013,730000,730505,10,Male,93,15,16.1%,30
2013,730000,730505,12,High needs,92,35,38%,40
2013,730000,730505,95,ELL,8,3,37.5%,50
2013,730000,730505,9,Low income,71,32,45.1%,60
2013,730000,730505,99,Students w/disabilities,33,6,18.2%,70
2013,730000,730505,87,Afr. Amer./Black,15,4,26.7%,80
2013,730000,730505,88,Asian,7,5,71.4%,100
2013,730000,730505,89,Hispanic/Latino,17,6,35.3%,110
2013,730000,730505,90,White,145,69,47.6%,140
2013,730000,,5,All Students,192,86,44.8%,10
2013,730000,,11,Female,99,71,71.7%,20
2013,730000,,10,Male,93,15,16.1%,30
2013,730000,,12,High needs,93,35,37.6%,40
2013,730000,,95,ELL,8,3,37.5%,50
2013,730000,,9,Low income,72,32,44.4%,60
2013,730000,,99,Students w/disabilities,34,6,17.6%,70
2013,730000,,87,Afr. Amer./Black,15,4,26.7%,80
2013,730000,,88,Asian,7,5,71.4%,100
2013,730000,,89,Hispanic/Latino,17,6,35.3%,110
2013,730000,,90,White,146,69,47.3%,140
2013,770000,770505,5,All Students,89,56,62.9%,10
2013,770000,770505,11,Female,41,30,73.2%,20
2013,770000,770505,10,Male,48,26,54.2%,30
2013,770000,770505,12,High needs,24,17,70.8%,40
2013,770000,770505,9,Low income,14,10,71.4%,60
2013,770000,770505,99,Students w/disabilities,14,11,78.6%,70
2013,770000,770505,90,White,86,53,61.6%,140
2013,770000,,5,All Students,89,56,62.9%,10
2013,770000,,11,Female,41,30,73.2%,20
2013,770000,,10,Male,48,26,54.2%,30
2013,770000,,12,High needs,24,17,70.8%,40
2013,770000,,9,Low income,14,10,71.4%,60
2013,770000,,99,Students w/disabilities,14,11,78.6%,70
2013,770000,,90,White,86,53,61.6%,140
2013,790000,790505,5,All Students,223,223,100%,10
2013,790000,790505,11,Female,129,129,100%,20
2013,790000,790505,10,Male,94,94,100%,30
2013,790000,790505,12,High needs,56,56,100%,40
2013,790000,790505,9,Low income,49,49,100%,60
2013,790000,790505,99,Students w/disabilities,16,16,100%,70
2013,790000,790505,87,Afr. Amer./Black,8,8,100%,80
2013,790000,790505,88,Asian,10,10,100%,100
2013,790000,790505,89,Hispanic/Latino,16,16,100%,110
2013,790000,790505,90,White,186,186,100%,140
2013,790000,,5,All Students,225,225,100%,10
2013,790000,,11,Female,130,130,100%,20
2013,790000,,10,Male,95,95,100%,30
2013,790000,,12,High needs,58,58,100%,40
2013,790000,,9,Low income,50,50,100%,60
2013,790000,,99,Students w/disabilities,18,18,100%,70
2013,790000,,87,Afr. Amer./Black,8,8,100%,80
2013,790000,,88,Asian,10,10,100%,100
2013,790000,,89,Hispanic/Latino,17,17,100%,110
2013,790000,,90,White,187,187,100%,140
2013,820000,820505,5,All Students,246,246,100%,10
2013,820000,820505,11,Female,127,127,100%,20
2013,820000,820505,10,Male,119,119,100%,30
2013,820000,820505,12,High needs,49,49,100%,40
2013,820000,820505,9,Low income,21,21,100%,60
2013,820000,820505,99,Students w/disabilities,33,33,100%,70
2013,820000,820505,90,White,241,241,100%,140
2013,820000,,5,All Students,246,246,100%,10
2013,820000,,11,Female,127,127,100%,20
2013,820000,,10,Male,119,119,100%,30
2013,820000,,12,High needs,49,49,100%,40
2013,820000,,9,Low income,21,21,100%,60
2013,820000,,99,Students w/disabilities,33,33,100%,70
2013,820000,,90,White,241,241,100%,140
2013,830000,830505,5,All Students,113,113,100%,10
2013,830000,830505,11,Female,52,52,100%,20
2013,830000,830505,10,Male,61,61,100%,30
2013,830000,830505,12,High needs,31,31,100%,40
2013,830000,830505,9,Low income,21,21,100%,60
2013,830000,830505,99,Students w/disabilities,15,15,100%,70
2013,830000,830505,90,White,106,106,100%,140
2013,830000,,5,All Students,114,114,100%,10
2013,830000,,11,Female,52,52,100%,20
2013,830000,,10,Male,62,62,100%,30
2013,830000,,12,High needs,32,32,100%,40
2013,830000,,99,Students w/disabilities,16,16,100%,70
2013,830000,,90,White,107,107,100%,140
2013,860000,860505,5,All Students,105,105,100%,10
2013,860000,860505,11,Female,61,61,100%,20
2013,860000,860505,10,Male,44,44,100%,30
2013,860000,860505,12,High needs,51,51,100%,40
2013,860000,860505,9,Low income,42,42,100%,60
2013,860000,860505,99,Students w/disabilities,19,19,100%,70
2013,860000,860505,89,Hispanic/Latino,6,6,100%,110
2013,860000,860505,90,White,92,92,100%,140
2013,860000,,5,All Students,107,107,100%,10
2013,860000,,11,Female,63,63,100%,20
2013,860000,,10,Male,44,44,100%,30
2013,860000,,12,High needs,53,53,100%,40
2013,860000,,9,Low income,44,44,100%,60
2013,860000,,99,Students w/disabilities,21,21,100%,70
2013,860000,,89,Hispanic/Latino,6,6,100%,110
2013,860000,,90,White,94,94,100%,140
2013,870000,870505,5,All Students,221,192,86.9%,10
2013,870000,870505,11,Female,114,102,89.5%,20
2013,870000,870505,10,Male,107,90,84.1%,30
2013,870000,870505,12,High needs,65,52,80%,40
2013,870000,870505,9,Low income,38,32,84.2%,60
2013,870000,870505,99,Students w/disabilities,40,30,75%,70
2013,870000,870505,87,Afr. Amer./Black,10,10,100%,80
2013,870000,870505,90,White,201,172,85.6%,140
2013,870000,,5,All Students,225,193,85.8%,10
2013,870000,,11,Female,116,103,88.8%,20
2013,870000,,10,Male,109,90,82.6%,30
2013,870000,,12,High needs,69,53,76.8%,40
2013,870000,,9,Low income,39,33,84.6%,60
2013,870000,,99,Students w/disabilities,44,31,70.5%,70
2013,870000,,87,Afr. Amer./Black,10,10,100%,80
2013,870000,,90,White,205,173,84.4%,140
2013,880000,880505,5,All Students,280,280,100%,10
2013,880000,880505,11,Female,143,143,100%,20
2013,880000,880505,10,Male,137,137,100%,30
2013,880000,880505,12,High needs,59,59,100%,40
2013,880000,880505,9,Low income,30,30,100%,60
2013,880000,880505,99,Students w/disabilities,41,41,100%,70
2013,880000,880505,87,Afr. Amer./Black,16,16,100%,80
2013,880000,880505,88,Asian,11,11,100%,100
2013,880000,880505,89,Hispanic/Latino,7,7,100%,110
2013,880000,880505,92,"Multi-race, Non-Hisp./Lat.",7,7,100%,120
2013,880000,880505,90,White,239,239,100%,140
2013,880000,,5,All Students,285,285,100%,10
2013,880000,,11,Female,144,144,100%,20
2013,880000,,10,Male,141,141,100%,30
2013,880000,,12,High needs,64,64,100%,40
2013,880000,,9,Low income,33,33,100%,60
2013,880000,,99,Students w/disabilities,46,46,100%,70
2013,880000,,87,Afr. Amer./Black,16,16,100%,80
2013,880000,,88,Asian,11,11,100%,100
2013,880000,,89,Hispanic/Latino,8,8,100%,110
2013,880000,,92,"Multi-race, Non-Hisp./Lat.",7,7,100%,120
2013,880000,,90,White,243,243,100%,140
2013,930000,930505,5,All Students,428,224,52.3%,10
2013,930000,930505,11,Female,199,103,51.8%,20
2013,930000,930505,10,Male,229,121,52.8%,30
2013,930000,930505,12,High needs,355,182,51.3%,40
2013,930000,930505,95,ELL,60,18,30%,50
2013,930000,930505,9,Low income,342,179,52.3%,60
2013,930000,930505,99,Students w/disabilities,53,18,34%,70
2013,930000,930505,87,Afr. Amer./Black,102,55,53.9%,80
2013,930000,930505,88,Asian,29,22,75.9%,100
2013,930000,930505,89,Hispanic/Latino,109,54,49.5%,110
2013,930000,930505,90,White,184,91,49.5%,140
2013,930000,,5,All Students,435,225,51.7%,10
2013,930000,,11,Female,201,103,51.2%,20
2013,930000,,10,Male,234,122,52.1%,30
2013,930000,,12,High needs,362,183,50.6%,40
2013,930000,,95,ELL,60,18,30%,50
2013,930000,,9,Low income,347,180,51.9%,60
2013,930000,,99,Students w/disabilities,60,19,31.7%,70
2013,930000,,87,Afr. Amer./Black,102,55,53.9%,80
2013,930000,,88,Asian,29,22,75.9%,100
2013,930000,,89,Hispanic/Latino,112,55,49.1%,110
2013,930000,,90,White,188,91,48.4%,140
2013,940000,940505,5,All Students,166,154,92.8%,10
2013,940000,940505,11,Female,82,81,98.8%,20
2013,940000,940505,10,Male,84,73,86.9%,30
2013,940000,940505,12,High needs,75,65,86.7%,40
2013,940000,940505,9,Low income,64,59,92.2%,60
2013,940000,940505,99,Students w/disabilities,19,9,47.4%,70
2013,940000,940505,90,White,157,146,93%,140
2013,940000,,5,All Students,167,155,92.8%,10
2013,940000,,11,Female,82,81,98.8%,20
2013,940000,,10,Male,85,74,87.1%,30
2013,940000,,12,High needs,76,66,86.8%,40
2013,940000,,9,Low income,64,59,92.2%,60
2013,940000,,99,Students w/disabilities,20,10,50%,70
2013,940000,,90,White,158,147,93%,140
2013,950000,950325,5,All Students,70,15,21.4%,10
2013,950000,950325,11,Female,25,6,24%,20
2013,950000,950325,10,Male,45,9,20%,30
2013,950000,950325,12,High needs,68,15,22.1%,40
2013,950000,950325,9,Low income,67,15,22.4%,60
2013,950000,950325,99,Students w/disabilities,16,1,6.3%,70
2013,950000,950325,87,Afr. Amer./Black,9,1,11.1%,80
2013,950000,950325,89,Hispanic/Latino,12,4,33.3%,110
2013,950000,950325,90,White,44,9,20.5%,140
2013,950000,950505,5,All Students,505,149,29.5%,10
2013,950000,950505,11,Female,265,94,35.5%,20
2013,950000,950505,10,Male,240,55,22.9%,30
2013,950000,950505,12,High needs,387,87,22.5%,40
2013,950000,950505,95,ELL,22,9,40.9%,50
2013,950000,950505,9,Low income,382,87,22.8%,60
2013,950000,950505,99,Students w/disabilities,79,5,6.3%,70
2013,950000,950505,87,Afr. Amer./Black,43,17,39.5%,80
2013,950000,950505,88,Asian,27,13,48.1%,100
2013,950000,950505,89,Hispanic/Latino,71,18,25.4%,110
2013,950000,950505,92,"Multi-race, Non-Hisp./Lat.",8,3,37.5%,120
2013,950000,950505,90,White,355,98,27.6%,140
2013,950000,,5,All Students,577,165,28.6%,10
2013,950000,,11,Female,290,100,34.5%,20
2013,950000,,10,Male,287,65,22.6%,30
2013,950000,,12,High needs,457,103,22.5%,40
2013,950000,,95,ELL,22,9,40.9%,50
2013,950000,,9,Low income,450,102,22.7%,60
2013,950000,,99,Students w/disabilities,97,7,7.2%,70
2013,950000,,87,Afr. Amer./Black,52,18,34.6%,80
2013,950000,,88,Asian,29,13,44.8%,100
2013,950000,,89,Hispanic/Latino,83,22,26.5%,110
2013,950000,,92,"Multi-race, Non-Hisp./Lat.",10,4,40%,120
2013,950000,,90,White,401,108,26.9%,140
2013,960000,960505,5,All Students,213,90,42.3%,10
2013,960000,960505,11,Female,104,46,44.2%,20
2013,960000,960505,10,Male,109,44,40.4%,30
2013,960000,960505,12,High needs,55,12,21.8%,40
2013,960000,960505,9,Low income,42,11,26.2%,60
2013,960000,960505,99,Students w/disabilities,24,1,4.2%,70
2013,960000,960505,87,Afr. Amer./Black,10,3,30%,80
2013,960000,960505,88,Asian,7,3,42.9%,100
2013,960000,960505,92,"Multi-race, Non-Hisp./Lat.",6,2,33.3%,120
2013,960000,960505,90,White,185,82,44.3%,140
2013,960000,,5,All Students,214,90,42.1%,10
2013,960000,,11,Female,105,46,43.8%,20
2013,960000,,10,Male,109,44,40.4%,30
2013,960000,,12,High needs,56,12,21.4%,40
2013,960000,,9,Low income,42,11,26.2%,60
2013,960000,,99,Students w/disabilities,25,1,4%,70
2013,960000,,87,Afr. Amer./Black,10,3,30%,80
2013,960000,,88,Asian,7,3,42.9%,100
2013,960000,,92,"Multi-race, Non-Hisp./Lat.",6,2,33.3%,120
2013,960000,,90,White,186,82,44.1%,140
2013,970000,970505,5,All Students,245,150,61.2%,10
2013,970000,970505,11,Female,125,80,64%,20
2013,970000,970505,10,Male,120,70,58.3%,30
2013,970000,970505,12,High needs,192,109,56.8%,40
2013,970000,970505,95,ELL,20,10,50%,50
2013,970000,970505,9,Low income,190,108,56.8%,60
2013,970000,970505,99,Students w/disabilities,42,10,23.8%,70
2013,970000,970505,87,Afr. Amer./Black,28,13,46.4%,80
2013,970000,970505,88,Asian,17,15,88.2%,100
2013,970000,970505,89,Hispanic/Latino,84,49,58.3%,110
2013,970000,970505,92,"Multi-race, Non-Hisp./Lat.",6,4,66.7%,120
2013,970000,970505,90,White,109,69,63.3%,140
2013,970000,970510,5,All Students,119,115,96.6%,10
2013,970000,970510,11,Female,69,66,95.7%,20
2013,970000,970510,10,Male,50,49,98%,30
2013,970000,970510,12,High needs,101,98,97%,40
2013,970000,970510,95,ELL,10,10,100%,50
2013,970000,970510,9,Low income,93,90,96.8%,60
2013,970000,970510,99,Students w/disabilities,50,50,100%,70
2013,970000,970510,89,Hispanic/Latino,30,30,100%,110
2013,970000,970510,90,White,83,79,95.2%,140
2013,970000,,5,All Students,368,268,72.8%,10
2013,970000,,11,Female,195,147,75.4%,20
2013,970000,,10,Male,173,121,69.9%,30
2013,970000,,12,High needs,297,210,70.7%,40
2013,970000,,95,ELL,30,20,66.7%,50
2013,970000,,9,Low income,285,200,70.2%,60
2013,970000,,99,Students w/disabilities,96,63,65.6%,70
2013,970000,,87,Afr. Amer./Black,31,16,51.6%,80
2013,970000,,88,Asian,19,17,89.5%,100
2013,970000,,89,Hispanic/Latino,114,79,69.3%,110
2013,970000,,92,"Multi-race, Non-Hisp./Lat.",7,5,71.4%,120
2013,970000,,90,White,196,151,77%,140
2013,990000,990505,5,All Students,207,13,6.3%,10
2013,990000,990505,11,Female,104,1,1%,20
2013,990000,990505,10,Male,103,12,11.7%,30
2013,990000,990505,12,High needs,57,6,10.5%,40
2013,990000,990505,9,Low income,27,3,11.1%,60
2013,990000,990505,99,Students w/disabilities,39,5,12.8%,70
2013,990000,990505,87,Afr. Amer./Black,9,1,11.1%,80
2013,990000,990505,90,White,191,11,5.8%,140
2013,990000,,5,All Students,209,13,6.2%,10
2013,990000,,11,Female,105,1,1%,20
2013,990000,,10,Male,104,12,11.5%,30
2013,990000,,12,High needs,59,6,10.2%,40
2013,990000,,9,Low income,28,3,10.7%,60
2013,990000,,99,Students w/disabilities,41,5,12.2%,70
2013,990000,,87,Afr. Amer./Black,9,1,11.1%,80
2013,990000,,90,White,193,11,5.7%,140
2013,1000000,1000515,5,All Students,489,9,1.8%,10
2013,1000000,1000515,11,Female,254,3,1.2%,20
2013,1000000,1000515,10,Male,235,6,2.6%,30
2013,1000000,1000515,12,High needs,250,8,3.2%,40
2013,1000000,1000515,95,ELL,38,0,0%,50
2013,1000000,1000515,9,Low income,197,7,3.6%,60
2013,1000000,1000515,99,Students w/disabilities,91,4,4.4%,70
2013,1000000,1000515,87,Afr. Amer./Black,38,1,2.6%,80
2013,1000000,1000515,88,Asian,36,0,0%,100
2013,1000000,1000515,89,Hispanic/Latino,82,4,4.9%,110
2013,1000000,1000515,90,White,327,4,1.2%,140
2013,1000000,,5,All Students,504,9,1.8%,10
2013,1000000,,11,Female,259,3,1.2%,20
2013,1000000,,10,Male,245,6,2.4%,30
2013,1000000,,12,High needs,265,8,3%,40
2013,1000000,,95,ELL,38,0,0%,50
2013,1000000,,9,Low income,199,7,3.5%,60
2013,1000000,,99,Students w/disabilities,106,4,3.8%,70
2013,1000000,,87,Afr. Amer./Black,41,1,2.4%,80
2013,1000000,,88,Asian,37,0,0%,100
2013,1000000,,89,Hispanic/Latino,82,4,4.9%,110
2013,1000000,,90,White,338,4,1.2%,140
2013,1010000,1010505,5,All Students,397,397,100%,10
2013,1010000,1010505,11,Female,195,195,100%,20
2013,1010000,1010505,10,Male,202,202,100%,30
2013,1010000,1010505,12,High needs,94,94,100%,40
2013,1010000,1010505,9,Low income,38,38,100%,60
2013,1010000,1010505,99,Students w/disabilities,68,68,100%,70
2013,1010000,1010505,87,Afr. Amer./Black,8,8,100%,80
2013,1010000,1010505,88,Asian,8,8,100%,100
2013,1010000,1010505,89,Hispanic/Latino,8,8,100%,110
2013,1010000,1010505,90,White,367,367,100%,140
2013,1010000,,5,All Students,400,400,100%,10
2013,1010000,,11,Female,196,196,100%,20
2013,1010000,,10,Male,204,204,100%,30
2013,1010000,,12,High needs,97,97,100%,40
2013,1010000,,9,Low income,38,38,100%,60
2013,1010000,,99,Students w/disabilities,71,71,100%,70
2013,1010000,,87,Afr. Amer./Black,8,8,100%,80
2013,1010000,,88,Asian,8,8,100%,100
2013,1010000,,89,Hispanic/Latino,8,8,100%,110
2013,1010000,,90,White,370,370,100%,140
2013,1030000,1030505,5,All Students,136,34,25%,10
2013,1030000,1030505,11,Female,69,22,31.9%,20
2013,1030000,1030505,10,Male,67,12,17.9%,30
2013,1030000,1030505,12,High needs,46,5,10.9%,40
2013,1030000,1030505,9,Low income,42,5,11.9%,60
2013,1030000,1030505,99,Students w/disabilities,8,0,0%,70
2013,1030000,1030505,89,Hispanic/Latino,12,4,33.3%,110
2013,1030000,1030505,90,White,113,27,23.9%,140
2013,1030000,1030515,5,All Students,26,1,3.8%,10
2013,1030000,1030515,11,Female,12,0,0%,20
2013,1030000,1030515,10,Male,14,1,7.1%,30
2013,1030000,1030515,12,High needs,25,1,4%,40
2013,1030000,1030515,9,Low income,23,1,4.3%,60
2013,1030000,1030515,99,Students w/disabilities,6,0,0%,70
2013,1030000,1030515,90,White,19,0,0%,140
2013,1030000,,5,All Students,165,36,21.8%,10
2013,1030000,,11,Female,82,22,26.8%,20
2013,1030000,,10,Male,83,14,16.9%,30
2013,1030000,,12,High needs,74,7,9.5%,40
2013,1030000,,9,Low income,67,6,9%,60
2013,1030000,,99,Students w/disabilities,17,1,5.9%,70
2013,1030000,,87,Afr. Amer./Black,7,3,42.9%,80
2013,1030000,,89,Hispanic/Latino,15,4,26.7%,110
2013,1030000,,90,White,134,28,20.9%,140
2013,1050000,1050505,5,All Students,97,97,100%,10
2013,1050000,1050505,11,Female,52,52,100%,20
2013,1050000,1050505,10,Male,45,45,100%,30
2013,1050000,1050505,12,High needs,23,23,100%,40
2013,1050000,1050505,9,Low income,12,12,100%,60
2013,1050000,1050505,99,Students w/disabilities,17,17,100%,70
2013,1050000,1050505,90,White,91,91,100%,140
2013,1050000,,5,All Students,99,99,100%,10
2013,1050000,,11,Female,53,53,100%,20
